629,-106.768,42.1704
630,231.257,42.0598
631,130.435,42.3319
632,-153.194,41.9089
633,63.2357,41.9331
634,-13.8606,42.0806
635,-175.388,41.8941
636,-38.1078,42.1279
637,-23.8447,41.98
638,-16.3186,42.1254
639,59.5761,41.7332
640,77.1235,41.9523
641,-69.3196,41.8784
642,-14.592,41.9622
643,-56.0272,41.9738
644,-52.2197,42.1956
645,194.495,42.1663
646,43.9524,42.0893
647,-105.066,41.9071
648,-123.874,41.9223
649,-121.554,41.8669
650,111.627,41.9684
651,204.01,41.8255
652,-35.7143,41.8515
653,-168.81,41.9274
654,12.9752,41.8169
655,102.084,24.2722
656,-78.2451,41.9584
657,-387.715,41.9271
658,104.959,41.9162
659,149.836,41.8435
660,-237.029,41.7929
661,-116.097,20.3714
662,98.2726,42.503
663,344.978,-1.55337e-13
664,120.896,42.8366
665,165.981,42.6839
666,-184.439,42.9678
667,73.3347,42.6292
668,60.2241,42.8578
669,-214.259,42.8047
670,-16.7276,43.0443
671,117.539,42.4759
672,11.2106,42.6203
673,-97.6665,42.9292
674,56.3143,42.3587
675,37.1354,42.6759
676,-117.045,42.767
677,-70.3445,42.4244
678,46.6859,42.923
679,118.66,42.528
680,47.7771,42.7613
681,-15.2007,42.8903
682,-148.689,42.758
683,-32.4122,42.742
684,141.838,42.5152
685,388.318,1.71272e-14
686,388.318,1.71272e-14
687,189.341,42.6915
688,44.6079,42.8452
689,-17.7196,42.766
690,-15.3443,42.812
691,233.169,5.82649e-14
692,-413.912,42.7914
693,-165.598,3.40918e-14
694,389.77,42.7707
695,637.869,-5.47419e-13
696,178.038,42.8378
697,38.097,42.8016
698,286.337,8.29259e-14
699,286.337,8.29259e-14
700,-90.6828,42.6864
701,150.099,2.02907
702,-30.9591,42.9689
703,-163.321,42.9783
704,86.3291,4.80482e-14
705,-114.513,42.767
706,-328.519,43.2771
707,-77.3132,5.09479e-15
708,-77.3132,5.09479e-15
709,-244.753,43.0863
710,-208.849,31.2397
711,-102.799,14.6003
712,-94.0336,19.3625
713,-196.592,26.8898
714,-116.995,15.7461
715,-117.348,21.1343
716,-112.828,2.49591e-14
717,-72.5235,42.8709
718,176.327,5.31159e-14
719,-93.314,49.3992
720,-549.679,42.7711
721,-301.353,-1.32248e-14
722,-301.353,-1.32248e-14
723,-301.353,-1.32248e-14
724,265.477,43.0611
725,515.228,1.80703e-13
726,515.228,1.80703e-13
727,515.228,1.80703e-13
728,-171.161,89.052
729,-464.168,134.058
730,-404.534,130.52
731,-359.397,113.819
732,-388.309,89.3649
733,-92.147,29.5165
734,-373.306,118.113
735,-552.636,154.084
736,141.291,50.6418
737,280.319,20.3306
738,-115.87,63.8342
739,-178.63,39.6253
740,-194.926,67.6454
741,-78.4489,78.7003
742,-290.814,94.9011
743,-243.905,90.2173
744,-234.505,73.5902
745,-41.9156,9.8418
746,-280.977,89.6282
747,-122.879,104.867
748,-411.183,121.821
749,-100.313,24.9215
750,-319.521,102.078
751,-580.311,161.018
752,-404.58,89.759
753,-15.8914,32.1969
754,-0.511321,0.000447732
755,1.0867,1.05388e-05
756,-287.203,89.9982
757,104.519,45.3063
758,-169.073,45.0707
759,-170.474,45.1544
760,137.451,45.2622
761,166.595,45.2303
762,-87.5267,45.2572
763,-145.433,45.183
764,75.0471,45.2964
765,37.9673,45.0872
766,-64.0356,45.2148
767,33.0119,45.0584
768,39.6393,44.6624
769,-236.712,45.131
770,-198.878,45.1062
771,198.667,45.2882
772,121.122,45.038
773,-44.4973,45.0998
774,1.84545,44.9636
775,44.1958,32.5098
776,-67.1365,44.958
777,-292.211,45.0517
778,-104.858,44.9631
779,426.531,44.929
780,107.613,44.8301
781,-355.795,45.0506
782,71.393,44.6397
783,140.914,44.8698
784,-41.3749,44.7901
785,33.6055,44.6795
786,-193.623,44.8356
787,-108.734,44.8008
788,229.451,44.7115
789,75.5366,42.335
790,-53.159,42.4956
791,39.8039,42.3165
792,-189.142,42.2113
793,-277.866,42.2367
794,100.567,42.3913
795,139.853,42.3195
796,-20.2641,42.3537
797,116.569,42.3574
798,35.7722,42.1919
799,-171.746,42.1773
800,109.36,42.2576
801,-14.516,42.3837
802,-226.683,42.3382
803,44.9194,42.3488
804,47.9465,42.3926
805,59.8156,42.2167
806,15.1926,42.1278
807,-123.776,42.2178
808,-87.7603,42.2426
809,-11.1015,42.4624
810,98.7002,42.1196
811,-15.1338,42.3149
812,-139.751,42.3229
813,-29.0995,42.3608
814,-114.049,57.4872
815,150.764,42.3753
816,-5.07888,42.1981
817,-149.767,42.303
818,-189.938,42.0329
819,53.9647,-2.1558e-14
820,-9.25922,42.1873
821,235.448,-2.1138e-15
822,205.235,3.00098
823,214.783,-4.33599e-16
824,214.783,-4.33599e-16
825,33.4887,34.7057
