 101 1.1857e+00 -1.266e+02
 102 1.1888e+00  2.749e+02
 103 1.1811e+00  1.541e+02
 104 1.1931e+00 -1.828e+02
 105 1.1924e+00  7.540e+01
 106 1.1882e+00 -1.647e+01
 107 1.1935e+00 -2.093e+02
 108 1.1869e+00 -4.523e+01
 109 1.1910e+00 -2.840e+01
 110 1.1869e+00 -1.937e+01
 111 1.1981e+00  7.138e+01
 112 1.1918e+00  9.192e+01
 113 1.1939e+00 -8.276e+01
 114 1.1915e+00 -1.739e+01
 115 1.1912e+00 -6.674e+01
 116 1.1850e+00 -6.188e+01
 117 1.1858e+00  2.306e+02
 118 1.1880e+00  5.221e+01
 119 1.1931e+00 -1.254e+02
 120 1.1927e+00 -1.477e+02
 121 1.1943e+00 -1.452e+02
 122 1.1914e+00  1.330e+02
 123 1.1954e+00  2.439e+02
 124 1.1947e+00 -4.267e+01
 125 1.1925e+00 -2.013e+02
 126 1.1957e+00  1.551e+01
 127 2.0600e+00  2.103e+02
 128 1.1917e+00 -9.324e+01
 129 1.1925e+00 -4.624e+02
 130 1.1929e+00  1.252e+02
 131 1.1949e+00  1.790e+02
 132 1.1964e+00 -2.836e+02
 133 2.4544e+00 -2.850e+02
 134 1.1764e+00  1.156e+02
 135 -3.2188e+14 -1.110e+17
 136 1.1672e+00  1.411e+02
 137 1.1714e+00  1.944e+02
 138 1.1637e+00 -2.146e+02
 139 1.1729e+00  8.601e+01
 140 1.1666e+00  7.026e+01
 141 1.1681e+00 -2.503e+02
 142 1.1616e+00 -1.943e+01
 143 1.1771e+00  1.384e+02
 144 1.1731e+00  1.315e+01
 145 1.1647e+00 -1.138e+02
 146 1.1804e+00  6.647e+01
 147 1.1716e+00  4.351e+01
 148 1.1691e+00 -1.368e+02
 149 1.1786e+00 -8.291e+01
 150 1.1649e+00  5.438e+01
 151 1.1757e+00  1.395e+02
 152 1.1693e+00  5.586e+01
 153 1.1658e+00 -1.772e+01
 154 1.1694e+00 -1.739e+02
 155 1.1698e+00 -3.792e+01
 156 1.1760e+00  1.668e+02
